"PMID","PMCID","DOI","Publisher","Owned by","ISSN","Journal Impact Factor","Journal title","Hybrid or Pure OA?","Article title","Citations Google Scholar","Altmetric score","CC licence type","Is article Open Access?","Cost","Contributor","Notes"
23638031,"PMC3625741",,"Wiley-Blackwell","American College of Rheumatology","2326-5205",7.48,"Arthritis & Rheumatism",,"Lack of effect of a single injection of human C-reactive protein on murine lupus or nephrotoxic nephritis",,,,,"1,000.00",,
22970197,"PMC3785133",,"Royal Society of Chemistry",,,,"Chemical Communication",,"A new class of NO-donor pro-drugs triggered by γ-glutamyl transpeptidase with potential for reno-selective vasodilatation",,,,,"1,000.00",,
24069225,"PMC3556037",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Stimulation of inositol 1,4,5-triphosphate (IP3) receptors by analogues of IP3",,,,,"996.06",,
23460904,"PMC3947303",,"American Society for Investigative Pathology",,"0002-9440",,"American Journal of Pathology",,"Trophoblast- and Vascular Smooth Muscle Cell-Derived MMP-12 Mediates Elastolysis during Uterine Spiral Artery Remodeling",,,,,"995.31",,
23691102,"PMC3716626",,"BioMed Central",,,,"Veterinary Research",,"Understanding foot-and-mouth disease virus transmission biology: identification of the indicators of infectiousness",,,,,"993.30",,
23536915,"PMC3711325",,"American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Glycoprotein biosynthesis in a eukaryote lacking the membrane protein rft1",,,,,"992.01",,
23585865,"PMC3557415",,"Frontiers",,,,"Frontiers in Perception Science","Pure OA","Attribution of intentional causation influences the perception of observed movements: behavioural evidence and neural correlates",,,,,"987.91",,
23560073,,,"Elsevier","Elsevier",,,"Neuroimage: Clinical",,"Predicting Outcome and Recovery after Stroke with Lesions Extracted From MRI Images",,,,,"987.75",,
23717451,"PMC3706538",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Household transmission of rotavirus in a community with rotvirus vaccination in Quininde, Ecuador",,,,,"986.72",,
23935950,"PMC3567503",,"Frontiers",,"1664-2392",,"Frontiers in Endocrinology","Pure OA","The melanocortin receptors and their accessory protreins",,,,,"975.81",,
23967090,"PMC3789947",,"American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Mechanism for Recognition of an Unusual Mycobacterial Glycolipid",,,,,"969.68",,
,"PMC3564010",,"Frontiers",,,,"Frontiers in Invertebrate Physiology","Pure OA","Exposure to acetylcholinesterase inhibitors alters the physiology and motor function on honeybees",,,,,"967.18",,
24098487,"PMC3647051",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Historical Zoonoses and Other Changes in Host Tropism of Staphylococcus aureus, Identified by Phylogenetic Analysis of a Population Dataset",,,,,"961.68",,
23762441,"PMC3720585",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","lung macrophages contribute to house dust mite driven airway remodelling via HIF-1a",,,,,"961.68",,
24204945,"PMC3737189",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Increasing adolescent HIV prevalence in eastern Zimbabwe - Evidence of long-term survivors of mother-to-child transmission?",,,,,"961.68",,
23418420,"PMC3732248",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Pneumocystis jirovecii pneumonia in tropical and low and middle income countries: a systematic review and meta-regression",,,,,"961.31",,
23355900,"PMC3767740",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Phenotypic alteration of neutrophils in the blood of HIV seropositive patients",,,,,"961.31",,
23284874,"PMC3579793",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Phagocytosis Is the Main CR3-Mediated Function Affected by the Lupus-Associated Variant of CD11b in Human Myeloid Cells.",,,,,"960.47",,
23844168,"PMC3609862",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Limitations of Augmentation Index in the Assessment of Wave Reflection in Normotensive Healthy Individuals",,,,,"960.16",,
23826236,,,"Oxford University Press",,"0162-4105",,"Database",,"metabolicMine: an integrated genomics, genetics and proteomics data warehouse for common metabolic disease research",,,,,"960.00",,
23118956,"PMC3692470","10.1371/journal.pmed.1001474","PLOS","PLOS","1549-1277",15.25,"PLOS Medicine","Pure OA","The Role of Adiposity in Cardiometabolic Traits: A Mendelian Randomization Analysis",,,"CC-BY","Yes ","957.04","Stuart Lawson",
23861059,"PMC3481303",,"American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","The sigma-1 receptor binds to the Nav1.5 voltage gated Na+ channel with four-fold symmetry",,,,,"955.00",,
23251612,"PMC3790696",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Patent human infections with the whipworm, Trichuris trichiura, are not associated with alterations in the faecal microbiota",,,,,"953.48",,
24066091,"PMC3717731","10.3390/ijerph10062185","MDPI",,"1660-4601",2,"International journal of environmental research and public health","Pure OA","Tobacco use and nicotine dependence among conflict-affected men in Georgia.",,,"CC-BY","Yes ","952.45",,
24124519,"PMC3518124",,"American Society for Biochemistry and Molecular Biology",,"1535-9476",,"Molecular & Cellular Proteomics",,"Observing the binding site and dynamics of protein S1 on a bacterial Ribosome with cross-linking and mass spectrometry",,,,,"951.76",,
23349935,,,"The Sheridan Press",,,,"Science-Research",,"High Coverage of ART increases",,,,,"949.52",,
23251396,"PMC3892729","10.1021/ml400312j","American Chemical Society",,"1554-8929",5.44,"ACS Chemical Biology","Hybrid","Discovery of β2 Adrenergic Receptor Ligands Using Biosensor Fragment Screening of Tagged Wild-Type Receptor",2,,"Publisher copyright","Yes","947.07","Theo Andrew",
23418463,"PMC3581401",,"American Society for Biochemistry and Molecular Biology",,"1431-6730",,"Biological Chemistry",,"MOLECULAR ARCH. OF A COMPLEX BETWEEN ADHESION PROTEIN FROM MALARIA PARASITE & INTRACELLULAR ADHESION",,,,,"946.55",,
23028953,"PMC3391134","10.1074/jbc.M112.348979","American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal Biological Chemistry","Hybrid","Defining the requirements for collagenase cleavage in collagen type III using a bacterial collagen system.",10,,"CC-BY-NC","Yes ","938.75","Theo",
24194921,"PMC3554956",,"Frontiers",,"1662-5145",,"Frontiers in Integrative Neuroscience","Pure OA","What is social about social perception?",,,,,"937.34",,
,"PMC3522295",,"American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Constitutional mutations in RTEL1 cause severe dyskeratosis congenita",,,,,"929.31",,
,,,"Oxford University Press",,"0737-4038",,"Molecular Biology and Evolution",,"The impact of mutation and gene conversion on the local diversification of antigen genes in African trypanosomes",,,,,"920.00",,
,"PMC3689675",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Structural insights into Clostridium perfringens Delta toxin pore formation",,,,,"918.62",,
23704353,"PMC3137072",,"American Society for Biochemistry and Molecular Biology",,"1083-351X",4.65,"Journal of Biological Chemistry","Hybrid","Characterisation of GAS2-like 3, a new microtubule and actin-binding protein related to spectraplakins",,,,,"917.50",,
24046445,"PMC3720700",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Structure of the SCAN domain of human paternally expressed gene 3 protein",,,,,"915.53",,
23240017,"PMC3636223",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Inactivation of the CovR/S Virulence Regulator Impairs Infection in an Improved Murine Model of Streptococcus pyogenes Naso-Pharyngeal Infection",,,,,"913.36",,
,"PMC3535331",,"Nature Publishing Group",,"2041-1723",,"Nature Communications",,"Factors determining the occurrence of submicroscopic malaria infections and their relevance for control",,,,,"910.80",,
24244390,"PMC3475710",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Protein-Protein Interaction Analysis Highlights Additional Loci of Interest for Multiple Sclerosis",,,,,"910.20",,
23606739,"PMC3504671",,"Cold Spring Harbor Laboratory Press",,,,"RNA",,"Kinetic analysis of pre-ribosome structure in vivo",,,,,"910.05",,
23236367,"PMC3694102",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Modulation of Higher Order Chromatin Conformation in Mammalian Cell Nuclei Can Be Mediated by Polyamines and Divalent Cations.",,,,,"909.99",,
24058568,"PMC3606242",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Dectin-1 regulates IL-10 production via a MSK1/2 and CREB dependent pathway and promotes the induction of regulatory macrophage markers",,,,,"908.01",,
23251521,"PMC3691179",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Genetic diversity of mycobacterium tuberculosis in Peru and exploration of phylogenetic associations.",,,,,"907.08",,
23349771,"PMC3594159",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Genetic Variants of MICB and PLCE1 and associations with non-severe dengue",,,,,"904.34",,
23133647,"PMC3596319",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Effect of genital herpes on cervicovaginal HIV shedding in women co-infected with HIV AND HSV-2 in Tanzania",,,,,"904.34",,
23284628,"PMC3669132",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Localised JAK/STAT pathway activation is required for Drosophila wing hinge development",,,,,"903.89",,
23139764,"PMC3694164",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Regulation of Trypanosoma brusei total and polysomal MRNA during development within its mammalian host",,,,,"902.12",,
23077594,"PMC3620162",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Modification of the FoxP3 transcription factor principally affects inducible T regulatory cells in a model of experimental autoimmune encephalomyelitis",,,,,"901.50",,
23383015,"PMC3642175",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Nicotinic acid receptor GPR109A is down-regulated in human macrophage-derived foam cells",,,,,"900.14",,
23365120,"PMC3561678",,"Portland Press","Biochemical Society (UK)","0300-5127",,"Biochemical Society Transactions",,"End-resection at DNA double-strand breaks in the three domains of life",,,,,"900.00",,
23783094,"PMC3590148",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Control of multi drug resistance and tuberculosis incidence over 23 years in the context of a well ...",,,,,"899.34",,
23846817,"PMC3655936",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","How does reviewing the evidence change veterinary surgeons' beliefs regarding the treatment of ovine footrot? A quantitative and qualitative study.",,,,,"897.61",,
23337727,"PMC3637166",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Using hormones to manage dairy cow fertility: the clinical and ethical beliefs of veterinary practitioners.",,,,,"897.61",,
24143226,"PMC3606301",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","LKB1 mediates the development of conventional and innate T cells via AMP-dependent kinase autonomous pathways.",,,,,"897.19",,
,"PMC3591389",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Crystal structures of the catalytic domain of human soluble guanylate cyclase.",,,,,"896.99",,
23935972,"PMC3496742",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","CHARACTERIZATION OF A NOVEL POPULATION OF LOW-DENSITY GRANULOCYTES ASSOCIATED WITH DISEASE SEVERITY",,,,,"896.96",,
,"PMC3634070",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Resistance to DDT in an urban setting: common mechanisms implicated in both M and S forms of Anopheles gambiae in the city of yaounde Cameroon",,,,,"896.32",,
22962270,"PMC3748079",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Plant SILAC: stable-isotope labelling with amino acids of arabidopsis seedlings for quantitative proteomics.",,,,,"896.18",,
23667604,"PMC3581475",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Cellular targets of nitric oxide in the hippocampus",,,,,"894.71",,
23638008,"PMC3706617",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Dissociation between Dorsal and and Ventral Posterior Parietal Cortical Responses to Incidental Changes in Natural Scenes",,,,,"893.43",,
23826268,"PMC3612104",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Early Warning Scores Generated in Developed Healthcare Settings Are Not Sufficient at Predicting Early Mortality in Blantyre, Malawi: A Prospective Cohort Study",,,,,"892.12",,
23873369,"PMC3706476",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Blood neutrophil counts in HIV-infected patients with pulmonary tubercolosis.",,,,,"891.74",,
23300695,"PMC3581986","10.1073/pnas.1220098110","National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","STAT2 deficiency and susceptibility to viral illness in humans",2,,"Publisher copyright","Yes","890.00","Jackie Proven","""Freely available online through the PNAS open access option"""
23115650,"PMC3574120",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Use of a Molecular Decoy to Segregate Transport from Antigenicity in the FrpB Iron Transporter from Neisseria meningitidis",,,,,"889.97",,
23272206,"PMC3746881",,"National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","BslA is a self-assembling bacterial hydrophobin that coats the Bacillus subtilis biofilm.",,,,,"888.18",,
23941334,"PMC3677912",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","A Modified RNA-Seq Approach for Whole Genome Sequencing of RNA Viruses from Faecal and Blood Samples",,,,,"887.31",,
23300828,"PMC3733773",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Requirement for the eIF4E binding proteins for the synergistic down-regulation of protein synthesis",,,,,"886.95",,
23342143,"PMC3716603",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Cost Effectiveness of Cryptococcal Antigen Screening as a Strategy to Prevent HIV-associated Cryptococcal Meningitis in South Africa",,,,,"886.95",,
23408950,"PMC3669307",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Generation and characterisation of Keratin 7 (K7) knockout mice",,,,,"886.76",,
23437368,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Are Ethnic and Gender Specific Equations Needed to Derive Fat Free Mass from Bioelectrical Impedance in Children of South Asian, Black African-Caribbean and White European Origin? Results of the Assessment of Body Composition in Children Study",,,,,"886.30",,
23936074,"PMC3606182",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","The Association of BAG6 with SGTA and Tail-Anchored Proteins",,,,,"886.23",,
23826201,"PMC3608660",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","A Molecular Phylogeny of Plesiorycteropus Reassigns the Extinct Mammalian Order ‘Bibymalagasia’",,,,,"886.23",,
23405153,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","A Bovine Lymphosarcoma Cell Line Infected with Theileria annulata Exhibits an Irreversible Reconfiguration of Host Cell Gene Expression.",,,,,"886.18",,
23349944,,,"Society for Neuroscience",,"0270-6474",,"Journal of Neuroscience",,"Effect of limb lengthening on internodal length and conduction velocity of peripheral nerve",,,,,"885.52",,
23326315,"PMC3760871",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Acute maternal infection and risk of pre-eclampsia: a population-base case control study.",,,,,"884.67",,
23331923,"PMC3584030",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Corneal endothelial cells provide evidence of accelerated cellular senescence associated with HIV infection: a case-control study",,,,,"884.32",,
23670821,"PMC3505738",,"BioMed Central",,"1758-2946",,"Journal of Cheminformatics",,"USRCAT: Ultrafast Shape Recognition with pharmacophoric constraints",,,,,"882.12",,
23874384,"PMC3620205",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Association between milk and milk product consumption and anthropometric measures in adult men and women in India: a cross-sectional study.",,,,,"879.36",,
22961729,"PMC3648513",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Alcohol-related dysfunction in working-age men in Izhevsk, Russia: an application of structural equation models to study the association with education",,,,,"879.36",,
22730171,"PMC3708033",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Efficient Posterior Probability Mapping using Savage-Dickey Ratios",,,,,"879.33",,
21472932,"PMC3561448",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Primed Infusion with Delayed Equilibrium of Gd.DTPA For Enhanced Imaging of Small Pulmonary Metastases",,,,,"879.33",,
23840743,"PMC3636044",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Analysis of human protein replacement stable cell lines established using snoMEN-PR vector",,,,,"878.72",,
23326398,"PMC3435397",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Trp RNA-binding attenuation protein: modifying symmetry and stability of a circular oligomer",,,,,"878.44",,
23990786,"PMC3777952",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Retinal Nerve Fibre Layer Thickness and Contrast Sensitivity in HIV-Infected Individuals in South Africa: A Case-Control Study.",,,,,"878.28",,
23468625,"PMC3584022",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Conditional Ablation of the Choroideremia Gene Causes Age-Related Changes in Mouse Retinal Pigment Epithelium",,,,,"877.09",,
,"PMC3656939",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Using High Angular Resolution Diffusion Imaging Data to Discriminate Cortical Regions",,,,,"877.09",,
23935498,"PMC3607553",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Subjective Size Perception Depends on Central Visual Cortical Magnification in Human V1",,,,,"874.61",,
23696739,"PMC3621669",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Reduced Crowding and Poor Contour Detection in Schizophrenia Are Consistent with Weak Surround Inhib",,,,,"874.61",,
24098118,"PMC3613341",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","What does brain response to neutral faces tell us about major depression? Evidence from machine learning",,,,,"871.45",,
,"PMC3661537",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Rates of switching antiretroviral drugs in a primary care service in South Africa before and after introduction of Tenofovir",,,,,"871.42",,
,"PMC3720622",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Dopaminergic neuronal imaging in genetic Parkinson's disease: insights into pathogenesis",,,,,"870.13",,
23468629,"PMC3742662",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Fine-mapping, gene expression and splicing analysis of the disease associated LRRK2 locus",,,,,"870.13",,
22022261,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","The relationship between functional inhibition and binding for KCa2 channel blockers",,,,,"870.13",,
23740368,"PMC3788105",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Mutations in non-acid patch residues disrupt H2A.Z's association with chromatin through multiple mechanisms",,,,,"867.72",,
23460124,"PMC3566929",,"BioMed Central",,"1476-072X",,"International Journal of Health Geographics",,"Comparing the accuracy of two secondary food environment data sources in the UK across socio-economic and urban/rural divides",,,,,"867.38",,
23436997,"PMC3676342",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Binge drinking and blood pressure: cross-sectional results of the HAPIEE Study",,,,,"867.30",,
23555266,"PMC3804525",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Association between socioeconomic position and tuberculosis in a large-population-based study in rural Malawi.",,,,,"863.78",,
23592987,"PMC3572111",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","There is no free won't: Antecedent brain activity predicts decisions to inhibit",,,,,"861.35",,
24086140,"PMC3552845",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","The duration of a co-occurring sound modulates visual detection performance in humans",,,,,"861.35",,
23555264,"PMC3527382",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Modelling Temporal Stability of EPI Time Series Using Magnitude Images Acquired with Multi-Channel Receiver Coils.",,,,,"861.35",,
23877967,"PMC3700857",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Assaying the effect of Levodopa on the evaluation of risk in healthy humans",,,,,"860.51",,
,"PMC3691227",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Quality Control Methods in Accelerometer Data Processing: Defining Minimum Wear Time",,,,,"858.15",,
,"PMC3485137",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Forgetting what was where: the fragility of object-location binding",,,,,"855.40",,
23822584,"PMC3501466",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Stimulation of cortical myosin phosphorylation by p114RhoGEF drive cell migration and tumor cell invasion",,,,,"855.40",,
,"PMC3520920",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Degeneration of the injured cervical cord is associated with remote changes in corticospinal tract integrity and upper limb impairment.",,,,,"855.40",,
,"PMC3774797",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","The effect of anti-rosetting agents against malaria parasites under physiological flow conditions",,,,,"854.96",,
23516361,"PMC3790821",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Neuron-type specific functions of DNT1, DNT2 and Spz at the Drosophila neuromuscular junction",,,,,"854.43",,
23927070,"PMC3780889",,"National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","Activation of the canonical IKK complex by K63/M1-linked hybrid ubiquitin chains",,,,,"853.64",,
23401527,"PMC3548842",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Grafting of a single donor myofibre promotes hypertrophy in dystrophic mouse muscle",,,,,"852.95",,
23638853,"PMC3519537",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Using Answer Set Programming to Integrate RNA Expression with Signalling Pathway Information to Infer How Mutations Affect Ageing",,,,,"852.53",,
23489111,"PMC3572168",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Prevalent and incident tuberculosis are independent risk factors for mortality among patients accessing antiretroviral therapy in South Africa.",,,,,"852.43",,
23479617,"PMC3460945",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Persistence of Hyperinvasive Meningococcal Strain types during Global spread as recorded in the PubMLST Database",,,,,"852.04",,
23391734,"PMC3467080","10.1093/nar/gks687","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Protein kinase CK2 inactivates PRH/Hhex using multiple mechanisms to derepress VEGF signalling genes and promote cell survival",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23121507,"PMC3592466","10.1093/nar/gks1000","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Organization of the BcgI restriction-modification protein for the transfer of one methyl group to DNA",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23986494,"PMC3592470","10.1093/nar/gks1023","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Organization of the BcgI restriction-modification protein for the cleavage of eight phosphodiester bonds in DNA",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23118337,"PMC3553950","10.1093/nar/gks1209","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","The Type ISP Restriction-Modification enzymes LlaBIII and LlaGI use a translocation-collision mechanism to cleave non-specific DNA distant from their recognition sites",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23126643,"PMC3553963","10.1093/nar/gks1210","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","DNA cleavage by Type ISP Restriction-Modification enzymes is initially targeted to the 3'-5' strand",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
22897233,"PMC3575838","10.1093/nar/gks1364","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Unwinding of primer-templates by archaeal family - B DNA polymerases in response to template-strand uracil",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23401559,,"10.1093/nar/gkt811","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","The splicing landscape is globally reprogrammed during male meiosis",,,"CC-BY","Yes","852.00","Michelle Brook","Copyright author"
,"PMC3627603","10.1093/nar/gkt131","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Human SIRT1 regulates DNA-binding and stability of the Mcm10 DNA replication factor via deacetylation",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23487775,"PMC3627570","10.1093/nar/gkt069","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Resolving the polymorphism-in-probe problem is critical for correct interpretation of expression QTL studies",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23418011,"PMC3401426","10.1093/nar/gks231","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Identification and classification of bacterial Type III toxin-anti-toxin systems encoded in chromosomal and plasmid genomes",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23483642,"PMC3643581","10.1093/nar/gkt168","Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","MBNL1 and PTB cooperate to repress splicing of Tpm1 exon 3",,,"CC-BY-NC","Yes","852.00","Michelle Brook","Copyright author"
23344974,,,"Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Solution Conformations of Early Intermediates in Mos1 Transposition.",,,,,"852.00",,
23213245,"PMC3664799",,"Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Functional interplay of DnaE polymerase, DnaG primase and DnaC helicase within a ternary complex, and primase to polymerase hand-off during lagging strand DNA replication in Bacillus subtilis.",,,,,"852.00",,
24009110,"PMC3531217",,"Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","Genome3D: a UK collaborative project to annotate genomic sequences with predicted 3D structures based on SCOP and CATH domains",,,,,"852.00",,
22996943,"PMC3531114",,"Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","New functional families (FunFams) in CATH to improve the mapping of conserved functional sites to 3D structures",,,,,"852.00",,
23495205,"PMC3597664",,"Oxford University Press","Oxford University Press","1362-4962",8.28,"Nucleic Acids Research","Pure OA","TDP1 is an HMG chromatin protein facilitating RNA polymerase I transcription in African trypanosomes",,,,,"852.00",,
23043113,"PMC3806823",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Methods of identifying neisseria manigitidis carriers: a multi-centre study in the African meningitis belt.",,,,,"850.88",,
23918316,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","In-cell NMR Characterization of the Secondary Structure Populations of a Disordered Conformation of a-Synuclein within E. coli Cells",,,,,"850.50",,
23307807,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Alterations to dendritic spine morphology, but not dendrite patterning, of cortical projection neuro",,,,,"850.50",,
23341602,"PMC3413389",,"Oxford University Press",,,,"Bioinformatics Online",,"ChromoHub: a data hub for navigators of chromatin-mediated signalling.",,,,,"850.00",,
23248312,"PMC3496338",,"Oxford University Press",,,,"Bioinformatics Online",,"GREVE: Genomic Recurrent Event ViEwer to assist the identification of patterns across individual cancer samples.",,,,,"850.00",,
23776233,"PMC3607278",,"Cambridge University Press",,,,"British Journal of the History of Science",,"Experimental physiology, Everest and oxygen: from the ghastly kitchens to the gasping lung",,,,,"850.00",,
23472002,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","IFN-alpha restriction of HIV-1",,,,,"850.00",,
23267099,"PMC3564847",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Generalisation of New sequence Knowledge depends on Response Modality",,,,,"847.73",,
